,text,label,stemmed_text,label_angka
3688,barisan pengusaha tionghoa asal medan siap menangkan prabowo gibran pilpres jawa pos jawapos,Politik,baris usaha tionghoa asal medan siap menang prabowo gibran pilpres jawa pos jawapos,0
3689,tersenyumlahberbanggalahbersemangatlah orangorang pada pilpres kali tidak ikut telunjuk jokowi orangorang mementingkan nilai sebuah etika kepantasan by not supporting prabowo i feel i have been honest with my own conscience,Ideologi,tersenyumlahberbanggalahbersemangatlah orangorang pada pilpres kali tidak ikut telunjuk jokowi orangorang penting nilai buah etika pantas by not supporting prabowo i feel i have been honest with my own conscience,2
3690,anies berjanji merevitalisasi sektor pertanian menjamin harga pembelian hasil tani menguntungkan petani jawa barat,Ekonomi,anies janji revitalisasi sektor tani jamin harga beli hasil tani untung tani jawa barat,4
3691,capres ganjar pranowo percaya mahfud md bawa perubahan positif regulasi hukum buat kemudahan investor,Politik,capres ganjar pranowo percaya mahfud md bawa ubah positif regulasi hukum buat mudah investor,0
3692,ganjar pranowo mahfud md benerbener punya solusi keren buat indonesia kalo kamu mau benerbener oke ysn23bf,Politik,ganjar pranowo mahfud md benerbener punya solusi keren buat indonesia kalo kamu mau benerbener oke ysn23bf,0
3693,panglima tni ungkap relawan ganjarmahfud korban pengeroyokan dapat santunan,Politik,panglima tni ungkap rawan ganjarmahfud korban keroyok dapat santun,0
3694,capres cawapres ganjar pranowo mahfud md mengajak semua pihak bersatu menjaga konstitusi aturan dasar negara,Ideologi,capres cawapres ganjar pranowo mahfud md ajak semua pihak satu jaga konstitusi atur dasar negara,2
3695,kualitas pak ganjar gaperlu diragukan rakyat b3rsama ganjar,Politik,kualitas pak ganjar gaperlu ragu rakyat b3rsama ganjar,0
3696,menit prabowo anies anies dua menit mempengaruhi pbb mendapat apresiasi sekjen pbb asyiknya punya presiden ini,Politik,menit prabowo anies anies dua menit pengaruh pbb dapat apresiasi sekjen pbb asyik punya presiden ini,0
3697,ganjar pranowo terus berkomitmen bersihkan korupsi program transparansi akuntabilitas transformasi pemerintahan inspiratif,Politik,ganjar pranowo terus komitmen sih korupsi program transparansi akuntabilitas transformasi perintah inspiratif,0
3698,pendukung paslon 1 serempak nyebokin omon awal nyerang menhan wowo prabowo el chef ketauan banget si mulut manis gada kapasitas bicara soal pertahanan geo politik,Pertahanan dan Keamanan,dukung paslon 1 serempak nyebokin omon awal nyerang menhan wowo prabowo el chef tau banget si mulut manis gada kapasitas bicara soal tahan geo politik,3
3699,bansos dibeli uang pajak uang pajak didapat rakyat indonesia bansos dari rakyat indonesia sudah membayar pajak ditujukan mereka belum sejahtera jangan pernah bansos diklaim bantuan pribadi anies baswedan desak anies sumbar,Sosial Budaya,bansos beli uang pajak uang pajak dapat rakyat indonesia bansos dari rakyat indonesia sudah bayar pajak tuju mereka belum sejahtera jangan pernah bansos klaim bantu pribadi anies baswedan desak anies sumbar,1
3700,anies semula diragukan banyak orang ikut kontestasi pilpres akhirnya malah mampu membuat pilpres menjadi semakin menarik justru diunggulkan utk jadi pemenang arus dukunganpun semakin deras utk anies presiden,Politik,anies mula ragu banyak orang ikut kontestasi pilpres akhir malah mampu buat pilpres jadi makin tarik justru unggul utk jadi menang arus dukung makin deras utk anies presiden,0
3701,biasanya program utk membuka lahan pertanian baru sistem program proyek berjangka yah terus soal anggaran dana nya bertahap dikocor sekaligus apa proyek food estate prabowo dana nya sekalig,Sumber Daya Alam,biasa program utk buka lahan tani baru sistem program proyek jangka yah terus soal anggar dana nya tahap kocor sekaligus apa proyek food estate prabowo dana nya sekalig,5
3702,bawaslu temukan ratusan anak ikut kegiatan kampanye prabowo gibran semarang,Politik,bawaslu temu ratus anak ikut giat kampanye prabowo gibran semarang,0
3703,ganjarmahfud membawa semangat baru indonesia gagasan inovatif untuk mendorong perkembangan d3sa ganjar pranowo terbukti lebih baik,Politik,ganjarmahfud bawa semangat baru indonesia gagas inovatif untuk dorong kembang d3sa ganjar pranowo bukti lebih baik,0
3704,anies kampanye akbar dumai penghasilan tak ado padahal bumi kayo,Politik,anies kampanye akbar dumai hasil tak ado padahal bumi kayo,0
3705,jogetjoget menyenangkan masalah pemuda memerlukan programprogram inovatifseperti program pasangan capres ganjar pranowo mahfud md,Politik,jogetjoget senang masalah pemuda perlu programprogram inovatifseperti program pasang capres ganjar pranowo mahfud md,0
3706,info a110001 denger2 katanya debat terakhir khusus anies ganjar mengajukan pertanyaannya disampaikan tertulis akan melalui proses sensor dulu tidak yang merasa diserang menjaga marwah martabat si bapak ituh penonton,Politik,info a110001 denger2 kata debat akhir khusus anies ganjar aju tanya sampai tulis akan lalu proses sensor dulu tidak yang rasa serang jaga marwah martabat si bapak ituh tonton,0
3707,alasan pertama milih pak ganjar kebijaksanaannya menentukan keputusan ganjar m3mberi solusi,Politik,alas pertama milih pak ganjar bijaksana tentu putus ganjar m3mberi solusi,0
3708,nelayan pantura berharap ganjar pranowo mahfud md bersama wujudkan harapan,Politik,nelayan pantura harap ganjar pranowo mahfud md sama wujud harap,0
3709,memang top harapan masbowogbran okegasss menambah fasilitas tepat mendukung pertumbuhan kemakmuran bangsa kitapakb0w0 kitakeren,Ekonomi,memang top harap masbowogbran okegasss tambah fasilitas tepat dukung tumbuh makmur bangsa kitapakb0w0 kitakeren,4
3710,wok wok pendekatan ente soal papua blunder bikin tidak trima cicing wae wok,Politik,wok wok dekat ente soal papua blunder bikin tidak trima cicing wae wok,0
3711,desak anies edisi sumbar bansos jangan diklaim bantuan pribadi,Politik,desak anies edisi sumbar bansos jangan klaim bantu pribadi,0
3712,bapak anies autentik berintegritas debat kpu bapak level dibanding forum eh iya siapa sih naikin tagar,Politik,bapak anies autentik integritas debat kpu bapak level banding forum eh iya siapa sih naikin tagar,0
3713,terkuak ternyata prabowo pernah membongkar rahasia negara untung saat tidak negara yang menginvansi indonesia,Politik,kuak nyata prabowo pernah bongkar rahasia negara untung saat tidak negara yang menginvansi indonesia,0
3714,zulhas bilang bansos jokowi pdip sebut kubu prabowo gibran lakukan politisasi,Politik,zulhas bilang bansos jokowi pdip sebut kubu prabowo gibran laku politisasi,0
3715,dear pendukung anies kalau kalian mati2an kalahin prabowo isu ham masa lalu kamu tetep dukung anies disupport sama teroris tai kamu semua,Politik,dear dukung anies kalau kalian mati2an kalahin prabowo isu ham masa lalu kamu tetep dukung anies disupport sama teroris tai kamu semua,0
3716,cuma pak prabowo bilang negara non block penting mengingatkan visi misi anies tadi bilang akan menjadi penentu dunia global hal mustahil kita tidak sekeras pak anies masuk g20 sudah bagus itupun cuma aspek ekonomi,Ideologi,cuma pak prabowo bilang negara non block penting ingat visi misi anies tadi bilang akan jadi tentu dunia global hal mustahil kita tidak keras pak anies masuk g20 sudah bagus itu cuma aspek ekonomi,2
3717,perwira tni ngamuk kemenhan dinilai rendah aniesganjar dinilai tak baik orang ambisi menjatuhkan moral,Politik,perwira tni ngamuk kemenhan nilai rendah aniesganjar nilai tak baik orang ambisi jatuh moral,0
3718,pasangan capres cawapres ganjar pranowo mahfud md kayak keajaiban kita butuhkan pilih kita bakal punya pemimpin mampu menciptakan keajaiban indonesia,Politik,pasang capres cawapres ganjar pranowo mahfud md kayak ajaib kita butuh pilih kita bakal punya pimpin mampu cipta ajaib indonesia,0
3719,ganjarmahfud berkomitmen membebaskan nelayan jerat utang strategi tersebut tertuang program ekonomi biru langkah konkret diharapkan memberikan dampak positif kehidupan nelayan ganjar m3mberi solusi,Ekonomi,ganjarmahfud komitmen bebas nelayan jerat utang strategi sebut tuang program ekonomi biru langkah konkret harap beri dampak positif hidup nelayan ganjar m3mberi solusi,4
3720,akses hukum sangat mahal amp berlikuliku bahkan seringkali kehilangan aset berurusan hukum rakyat sangat terbantu program bantuan hukum gratis digagas amin anies deserve better videotron,Politik,akses hukum sangat mahal amp berlikuliku bahkan seringkali hilang aset urus hukum rakyat sangat bantu program bantu hukum gratis gagas amin anies deserve better videotron,0
3721,gibran meminta ibuibu hadir mengawal program makan siang gratis prabowo gibran,Politik,gibran minta ibuibu hadir awal program makan siang gratis prabowo gibran,0
3722,prabowo subianto sebut tukang hasut singgung pernyataan anies baswedan soal lahan 340 ribu hektare,Politik,prabowo subianto sebut tukang hasut singgung nyata anies baswedan soal lahan 340 ribu hektare,0
3723,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
3724,hebat disabilitas amp emakemak deklarasi all in prabowo gibran,Politik,hebat disabilitas amp emakemak deklarasi all in prabowo gibran,0
3725,jokowi kian kentara mendukung prabowo gibran menang satu putaran penyalahgunaan kekuasaan makin besar,Politik,jokowi kian kentara dukung prabowo gibran menang satu putar penyalahgunaan kuasa makin besar,0
3726,ganjar mahfud hebat luar biasa pak ganjar pemimpin peduli persoalan pendidikan kesejahteraan ganjar mahfud hebat,Politik,ganjar mahfud hebat luar biasa pak ganjar pimpin peduli soal didik sejahtera ganjar mahfud hebat,0
3727,itu strategi anies baswedan utk nonjokin fakta prabowo data dipakai itu data lawan mu dulu sekarang menjadi majikanmu tak langsung shame on you prab,Politik,itu strategi anies baswedan utk nonjokin fakta prabowo data pakai itu data lawan mu dulu sekarang jadi majikan tak langsung shame on you prab,0
3728,ganjarmahfud miliki strategi jitu bebaskan nelayan jerat hutang spirit pengembangan ekonomi biru utamanya untuk mengangkat harkat kehidupan nelayan tsb diungkap juru bicara tpn amp chiko hakim,Ekonomi,ganjarmahfud milik strategi jitu bebas nelayan jerat hutang spirit kembang ekonomi biru utama untuk angkat harkat hidup nelayan tsb ungkap juru bicara tpn amp chiko hakim,4
3729,makna kolaborasi kacamata anies baswedan malam saya menceritakan makna kolaborasi menjadi city branding kota pak kolaborasi sejatinya bukan konsep asing baru dikenal bangsa indonesia sebuah utas,Sosial Budaya,makna kolaborasi kacamata anies baswedan malam saya cerita makna kolaborasi jadi city branding kota pak kolaborasi sejati bukan konsep asing baru kenal bangsa indonesia buah utas,1
3730,terpancar kebahagiaan harapan besar raut wajah masyarakat papuabegitu riang gembira warga papua menari bersama pak anies,Sosial Budaya,pancar bahagia harap besar raut wajah masyarakat papuabegitu riang gembira warga papua tari sama pak anies,1
3731,calon presiden ri no urut 3 ganjar pranowo akan mengizinkan pelanggaran konstitusi aturan dasar negara merusak fondasi negara,Ideologi,calon presiden ri no urut 3 ganjar pranowo akan izin langgar konstitusi atur dasar negara rusak fondasi negara,2
3732,calon presiden indonesia no urut 3 ganjar pranowo programnya sederhana signifikan satu sarjana satu keluarga bangsa lebih pintar,Politik,calon presiden indonesia no urut 3 ganjar pranowo program sederhana signifikan satu sarjana satu keluarga bangsa lebih pintar,0
3733,semua prabowo saatnja,Pertahanan dan Keamanan,semua prabowo saatnja,3
3734,ahy sebut masyarakat aceh banyak titipkan harapan prabowo subianto noo pdemokrat agusyudhoyono demokrat bersama rakyat,Politik,ahy sebut masyarakat aceh banyak titip harap prabowo subianto noo pdemokrat agusyudhoyono demokrat sama rakyat,0
3735,acara desak anies mendapat perhatian media internasional kampanye cerdas,Politik,acara desak anies dapat perhati media internasional kampanye cerdas,0
3736,prabowo pastikan rencana pendirian sma taruna nusantara kalimantan terealisasi kata sumber terpercaya dekade08 prabowo gibran,Sumber Daya Alam,prabowo pasti rencana diri sma taruna nusantara kalimantan realisasi kata sumber percaya dekade08 prabowo gibran,5
3737,ganjar pranowo pemimpin tidak duduk kursi juga turun panggung menunjukkan kepedulian te rhadap seni budaya ganjar mahfud hebat sertifikattanah untukrakyat,Politik,ganjar pranowo pimpin tidak duduk kursi juga turun panggung tunjuk peduli te rhadap seni budaya ganjar mahfud hebat sertifikattanah untukrakyat,0
3738,pak anies kan orang liberal tulen jadi mau agamanya apa dilindungi,Ideologi,pak anies kan orang liberal tulen jadi mau agama apa lindung,2
3739,part mengandung bawang soal ruu prt tak kunjung disahkan negeri tidak cukup diatur pakai regulasi negeri harus diatur panggilan moral anies baswedan,Politik,part kandung bawang soal ruu prt tak kunjung sah negeri tidak cukup atur pakai regulasi negeri harus atur panggil moral anies baswedan,0
3740,melalui insentif dana kad3r posyandu ganjarmahfud memberikan penghargaan setinggi langit mereka berdedikasi memajukan kesehatan masyarakat,Politik,lalu insentif dana kad3r posyandu ganjarmahfud beri harga setinggi langit mereka dedikasi maju sehat masyarakat,0
3741,5 taun jakarta aman ditangan aniesyg katanya bakal jadi suriah 2 jangan fear mongering lah lebih takut penculik berkuasabs dibantai kayak santa cruz dlu,Pertahanan dan Keamanan,5 taun jakarta aman tang aniesyg kata bakal jadi suriah 2 jangan fear mongering lah lebih takut culik berkuasabs bantai kayak santa cruz dlu,3
3742,sebuah republik sebuah negara berdemokrasi artinya rakyat berkuasa ujar prabowo prabowo subianto,Politik,buah republik buah negara demokrasi arti rakyat kuasa ujar prabowo prabowo subianto,0
3743,tanggapan serius ganjar atas tindakan penganiayaan menimpa relawan ganjarmahfud boyolali jawa tengah ganjar kira oknum tni aniaya mengerti aturan kalau mengerti pecat,Pertahanan dan Keamanan,tanggap serius ganjar atas tindak aniaya timpa rawan ganjarmahfud boyolali jawa tengah ganjar kira oknum tni aniaya erti atur kalau erti pecat,3
3744,selanjutnya pasangan ganjar pranowomahfud md menyanding nomor urut 3 caprescawapres didukung pdi perjuangan partai persatuan pembangunan ppp partai hanura amp partai perindo prabowo subianto,Politik,lanjut pasang ganjar pranowomahfud md sanding nomor urut 3 caprescawapres dukung pdi juang partai satu bangun ppp partai hanura amp partai perindo prabowo subianto,0
3745,program pasangan capres cawapres ganjar pranowo mahfud md inspirasi buat pemimpin lokal peduli ekonomi,Ekonomi,program pasang capres cawapres ganjar pranowo mahfud md inspirasi buat pimpin lokal peduli ekonomi,4
3746,papua 16 januari 2024 pak anies janji atasi masalah tarif tiket pesawat mahal indonesia timur pak anies membuat ekosistem penerbangan sehat menjangkau seluruh wilayah indonesia,Politik,papua 16 januari 2024 pak anies janji atas masalah tarif tiket pesawat mahal indonesia timur pak anies buat ekosistem terbang sehat jangkau seluruh wilayah indonesia,0
3747,kalau pak mau cari point debat semalam hal simpleakan buka data satelit pertahanankapal selam chang bogo classatau proyek ifxkfxtapi tidak beliau bukadia lebih suka gebukin kedua capres lainnyadari membuka rahasia pertahanan negara,Pertahanan dan Keamanan,kalau pak mau cari point debat malam hal simpleakan buka data satelit pertahanankapal selam chang bogo classatau proyek ifxkfxtapi tidak beliau bukadia lebih suka gebukin dua capres lainnyadari buka rahasia tahan negara,3
3748,kata kunci nya harga diri rakyat ingin angkat pak anies bukan pemilik tangan dibawah pemilik tangan diatas apologize to anies anies deserve better panik,Politik,kata kunci nya harga diri rakyat ingin angkat pak anies bukan milik tangan bawah milik tangan atas apologize to anies anies deserve better panik,0
3749,membludak pagi rabu 17 januari 2024 pak anies temui puluhan ribu simpatisan relawan amin bone makassar sulawesi selatan,Politik,membludak pagi rabu 17 januari 2024 pak anies temu puluh ribu simpatisan rawan amin bone makassar sulawesi selatan,0
3750,pasangan paket komplit ganjar pranowo mahfud md calon pemimpin punya hati rakyat pilih ganjar indonesia lebih adil,Politik,pasang paket komplit ganjar pranowo mahfud md calon pimpin punya hati rakyat pilih ganjar indonesia lebih adil,0
3751,pak skedar mau ngasih tahu relawan projo membela sangat keras panjenengan difitnah diserang kubu prabowo pilpres sebelumnya sekarang ditangkap mengkritik soal netralitas aparat penyelenggara pemilu berjuang utk demokrasi baik buat negeri perlu dicatat palti bukan koruptor bukan maling bukan penghina jogja sprti aa bukan pemfitnah cawapres pegawai partai anak panjenengan bukan pelanggar ham tangannya pernah berlumuran darah menghilangkan banyak nyawa aktivis bahkan dia juga bukan teroris terus langsung ditangkap dini hari jam 3 mau nakutnakuti gimana kebenaran selalu menemukan jalannya,Politik,pak skedar mau ngasih tahu rawan projo bela sangat keras panjenengan fitnah serang kubu prabowo pilpres belum sekarang tangkap kritik soal netralitas aparat selenggara milu juang utk demokrasi baik buat negeri perlu catat palti bukan koruptor bukan maling bukan hina jogja sprti aa bukan fitnah cawapres pegawai partai anak panjenengan bukan langgar ham tangan pernah lumur darah hilang banyak nyawa aktivis bahkan dia juga bukan teroris terus langsung tangkap dini hari jam 3 mau nakutnakuti gimana benar selalu temu jalan,0
3752,dibaca baik2 orang miskin orang miskin di cover kip diabaikan pemerintah kalangan menengah bagian bawah program amin disitu untuk lengkapnya nonton desak anies,Sosial Budaya,baca baik2 orang miskin orang miskin di cover kip abai perintah kalang tengah bagi bawah program amin situ untuk lengkap nonton desak anies,1
3753,warganet jakarta semakin meyakini prabowo pemimpin bisa mengubah jakarta menjadi lebih baik,Politik,warganet jakarta makin yakin prabowo pimpin bisa ubah jakarta jadi lebih baik,0
3754,calon presiden ri no urut 3 ganjar pranowo mengajak semua ikut menjaga integritas konstitusi aturan dasar negara,Ideologi,calon presiden ri no urut 3 ganjar pranowo ajak semua ikut jaga integritas konstitusi atur dasar negara,2
3755,suara adalah kekuatan gunakan kekuatan untuk memilih ganjar pranowo mahfud md pemimpin mampu membawa indonesia tingkat lebih baik,Politik,suara adalah kuat guna kuat untuk pilih ganjar pranowo mahfud md pimpin mampu bawa indonesia tingkat lebih baik,0
3756,ganjar mahfud harmoni perbedaan kemajuan bangsa bersama jnk,Politik,ganjar mahfud harmoni beda maju bangsa sama jnk,0
3757,sikap tegas ganjar mencerminkan komitmen terhadap transparansi mengorbankan kepentingan nasional tiga kali lebih sejahtera indonesia hebat,Politik,sikap tegas ganjar cermin komitmen hadap transparansi korban penting nasional tiga kali lebih sejahtera indonesia hebat,0
3758,anies tuh jadi guru privat nista agama mumpung lowong jabatan ganjar lebih cocok jadi guru kebijakan bijak,Politik,anies tuh jadi guru privat nista agama mumpung lowong jabat ganjar lebih cocok jadi guru bijak bijak,0
3759,cici tionghoa bertanya pak anies banyak gereja sudah izin membangun di publikasikan pak anies,Politik,cici tionghoa tanya pak anies banyak gereja sudah izin bangun di publikasi pak anies,0
3760,calon presiden ri no urut 3 ganjar pranowo mainmain menjaga konstitusi aturan dasar negara kenapa bisa percaya padanya,Ideologi,calon presiden ri no urut 3 ganjar pranowo mainmain jaga konstitusi atur dasar negara kenapa bisa percaya pada,2
3761,ahy indonesia dipimpin prabowo gibran makin maju rakyat makin sejahtera,Politik,ahy indonesia pimpin prabowo gibran makin maju rakyat makin sejahtera,0
3762,maksud pak prabowo tetang gaza militernya lemah malah bilang beliau zionis pro israel padahal beliau,Politik,maksud pak prabowo tetang gaza militer lemah malah bilang beliau zionis pro israel padahal beliau,0
3763,zar kamu menganggap kompetisi kekuasaan didapat prabowo semakin leluasa lepas tuntutan kejahatan hamnya semua exbedil letingan semakin sulit dimintakan pertanggungjawabannya berparpol sudah bikin sulit jika berkuasa,Politik,zar kamu anggap kompetisi kuasa dapat prabowo makin leluasa lepas tuntut jahat ham semua exbedil leting makin sulit minta pertanggungjawabannya berparpol sudah bikin sulit jika kuasa,0
3764,makna kolaborasi kacamata anies baswedan malam saya menceritakan makna kolaborasi menjadi city branding kota pak kolaborasi sejatinya bukan konsep asing baru dikenal bangsa indonesia sebuah utas,Sosial Budaya,makna kolaborasi kacamata anies baswedan malam saya cerita makna kolaborasi jadi city branding kota pak kolaborasi sejati bukan konsep asing baru kenal bangsa indonesia buah utas,1
3765,surat terbuka hati nurani akun akun pendukung prabowo bantu sebarkan tahu mempertanyakan hati nurani selamat dini hari rekan2 akun pendukung prabowo gibran bertanya hati nurani rekan2 semua jadi biarkanlah hati nurani rekan2 semua menjawab jujur apa adanya rekan2 tahu kalo gibran maju cawapres berlandaskan aturan dibuat situasi kondisi sarat pelanggaran etik membuat hati nurani mu terganggu rekan2 tahu kalo gibran mendaftar revisi batas usia pkpu dibuat gibran tetap mendaftar membuat hati nurani mu terganggu rekan2 tahu kalo uu ikn memberikan kewenangan luar biasa besar eksekutif menerabas aturan apapun prabowo gibran mendukung tidak membuat hati nurani mu terganggu rekan2 tahu kalo prabowo diperiksa terkait kasus pelanggaran ham masa lampau bahkan rekan2 suka cita membengkokkan isu seakan isu 5 tahunan 800 kali kegiatan kamisan dilakukan tidak pernah aksi nyata tidak membuat hati nurani mu terganggu rekan2 tahu kalo proses gibran maju walikota solo proses instan mengambil form bacawalkot bersamaan mengambil form anggota pdip tidak membuat hati nurani mu terganggu rekan2 tinggal jakarta tahu kalo cfd kegiatan terbebas kegiatan politik gibran santai bagi2 susu sana tidak membuat hati nurani mu terganggu rekan2 tahu prabowo tampak emosional debat capres 1 2 gibran debat capres 1 melakukan gesture provokatif pendukung lawan tidak membuat hati nurani mu terganggu rekan2 tahu kalo seseorang bernama miftah membagi2kan uang bersamaan mengkampanyekan prabowo gibran tidak membuat hati nurani mu terganggu rekan2 tahu prabowo kerap mengucapkan kata2 kasar provokatif depan massa entah acara tertutup ataupun terbuka umum tidak membuat hati nurani mu terganggu rekan2 tahu kalo bansos pengadaannya menggunakan uang negara tidak pantas diklaim seorang menteri sembari mengkampanyekan prabowo gibran tidak membuat hati nurani mu terganggu rekan2 tahu kalo presiden jadi jubir kpu jubir kemenhan jubir paslon prabowo beliau sangat gercep menyangkut isu terkait prabowo gibran tidak membuat hati nurani mu terganggu rekan2 tahu kalo presiden tidak memihak beliau tedeng aling2 menunjukkan sikap mendukung prabowo tidak membuat hati nurani mu terganggu rekan2 tahu kalo prabowo pengusaha kelas kakap tanah dia kuasai luar biasa luas rekan2 menuding orang menjadi oligark pengusaha tidak membuat hati nurani mu terganggu rekan2 tahu kalo fasilitas negara tidak diperkenankan digunakan kepentingan pribadi prabowo kerap menerabas aturan tanpa malu2 tidak membuat hati nurani mu terganggu rekan2 tahu banyak akun sebelumnya terang2an menghujat prabowo gibran tiba2 berbalik arah memuja2 mereka berdua tidak membuat hati nurani mu terganggu walaupun segala sepak terjang duo manusia prabowo gibran ditujukan kepentingan bangsa negara tujuan hendak dicapai cara yang membengkokkan menerabas aturan sana sini tidak membuat hati nurani mu terganggu tantang hati nurani rekan2 pendukung prabowo menjawab surat terbuka ini bisa nilai bersama kapasitas hati nurani semua rekan2 pendukung prabowo itu pun kalo rekan2 berani bertanya hati nurani rekan2 sendiri,Ideologi,surat buka hati nurani akun akun dukung prabowo bantu sebar tahu tanya hati nurani selamat dini hari rekan2 akun dukung prabowo gibran tanya hati nurani rekan2 semua jadi biar hati nurani rekan2 semua jawab jujur apa ada rekan2 tahu kalo gibran maju cawapres landas atur buat situasi kondisi sarat langgar etik buat hati nurani mu ganggu rekan2 tahu kalo gibran daftar revisi batas usia pkpu buat gibran tetap daftar buat hati nurani mu ganggu rekan2 tahu kalo uu ikn beri wenang luar biasa besar eksekutif rabas atur apa prabowo gibran dukung tidak buat hati nurani mu ganggu rekan2 tahu kalo prabowo periksa kait kasus langgar ham masa lampau bahkan rekan2 suka cita bengkok isu akan isu 5 tahun 800 kali giat kamis laku tidak pernah aksi nyata tidak buat hati nurani mu ganggu rekan2 tahu kalo proses gibran maju walikota solo proses instan ambil form bacawalkot sama ambil form anggota pdip tidak buat hati nurani mu ganggu rekan2 tinggal jakarta tahu kalo cfd giat bebas giat politik gibran santai bagi2 susu sana tidak buat hati nurani mu ganggu rekan2 tahu prabowo tampak emosional debat capres 1 2 gibran debat capres 1 laku gesture provokatif dukung lawan tidak buat hati nurani mu ganggu rekan2 tahu kalo orang nama miftah membagi2kan uang sama kampanye prabowo gibran tidak buat hati nurani mu ganggu rekan2 tahu prabowo kerap ucap kata2 kasar provokatif depan massa entah acara tutup atau buka umum tidak buat hati nurani mu ganggu rekan2 tahu kalo bansos ada guna uang negara tidak pantas klaim orang menteri sembari kampanye prabowo gibran tidak buat hati nurani mu ganggu rekan2 tahu kalo presiden jadi jubir kpu jubir kemenhan jubir paslon prabowo beliau sangat gercep sangkut isu kait prabowo gibran tidak buat hati nurani mu ganggu rekan2 tahu kalo presiden tidak pihak beliau tedeng aling2 tunjuk sikap dukung prabowo tidak buat hati nurani mu ganggu rekan2 tahu kalo prabowo usaha kelas kakap tanah dia kuasa luar biasa luas rekan2 tuding orang jadi oligark usaha tidak buat hati nurani mu ganggu rekan2 tahu kalo fasilitas negara tidak kenan guna penting pribadi prabowo kerap rabas atur tanpa malu2 tidak buat hati nurani mu ganggu rekan2 tahu banyak akun belum terang2an hujat prabowo gibran tiba2 balik arah memuja2 mereka dua tidak buat hati nurani mu ganggu walaupun segala sepak terjang duo manusia prabowo gibran tuju penting bangsa negara tuju hendak capai cara yang bengkok rabas atur sana sini tidak buat hati nurani mu ganggu tantang hati nurani rekan2 dukung prabowo jawab surat buka ini bisa nilai sama kapasitas hati nurani semua rekan2 dukung prabowo itu pun kalo rekan2 berani tanya hati nurani rekan2 sendiri,2
3766,ganjar sindir food estate singkong tumbuh terus kayunya,Sumber Daya Alam,ganjar sindir food estate singkong tumbuh terus kayu,5
3767,bapak ibu beberapa minggu depan banyak hasil surveisurvei keluar kalau surveinya jelek kerja keras kata gibran dalam orasinya sembari menunggu prabowo naik atas panggung kalau surveinya bagus lanjut kerja keras imbuhnya,Politik,bapak ibu beberapa minggu depan banyak hasil surveisurvei keluar kalau survei jelek kerja keras kata gibran dalam orasi sembari tunggu prabowo naik atas panggung kalau survei bagus lanjut kerja keras imbuh,0
3768,keakraban pak anies anak didik menciptakan iklim belajar memupuk rasa percaya diri kreativitas,Sosial Budaya,akrab pak anies anak didik cipta iklim ajar pupuk rasa percaya diri kreativitas,1
3769,ganjar membantu petani berproduksi,Ekonomi,ganjar bantu tani produksi,4
3770,sejalan kebenaran pak ganjar pranowo pastikan bansos tetap sekarang ktp sakti buat bantuan lebih mudah didapat,Politik,jalan benar pak ganjar pranowo pasti bansos tetap sekarang ktp sakti buat bantu lebih mudah dapat,0
3771,anies janjikan jabatan menteri khusus eks teroris merusak nkri anies bubble elmer bapak boyolali bella iron man,Pertahanan dan Keamanan,anies janji jabat menteri khusus eks teroris rusak nkri anies bubble elmer bapak boyolali bella iron man,3
3772,debat soal uji kelayakan isi kepala masingmasing capres prabowo ditanya soal data langsung dijawab itu bukan malah mengelak mengajak ketemuan tempat selamat mas debat capres malam seperti real madrid menyerang tipistipis mendapatkan goal,Politik,debat soal uji layak isi kepala masingmasing capres prabowo tanya soal data langsung jawab itu bukan malah elak ajak ketemu tempat selamat mas debat capres malam seperti real madrid serang tipistipis dapat goal,0
3773,bukan kalengkaleng amin siapkan perencanaan matang bangun 40 kota indonesia bilang anies omonomon silahkan simak,Politik,bukan kalengkaleng amin siap rencana matang bangun 40 kota indonesia bilang anies omonomon silah simak,0
3774,calon presiden ri no urut 3 ganjar pranowo mainmain menjaga konstitusi aturan dasar negara kenapa bisa percaya padanya,Ideologi,calon presiden ri no urut 3 ganjar pranowo mainmain jaga konstitusi atur dasar negara kenapa bisa percaya pada,2
3775,bisa2nya kerjasama zionist laknatullah gimana kalo jadi presideninnalilahi boikot prabowo,Politik,bisa2nya kerjasama zionist laknatullah gimana kalo jadi presideninnalilahi boikot prabowo,0
3776,videotron dipasang kpopers mendukung pak anies diturunkan anies deserve better,Politik,videotron pasang kpopers dukung pak anies turun anies deserve better,0
3777,prabowo cinta rakyat menhan prabowo lepas bantuan indonesia palestina bukti ri dukung rakyat palestina kompas tv,Politik,prabowo cinta rakyat menhan prabowo lepas bantu indonesia palestina bukti ri dukung rakyat palestina kompas tv,0
3778,ganjar pranowo mahfud md tandem akan membawa kebahagiaan d kehidupan politik ganjar mahfud hebat guru ngaji satu juta,Ekonomi,ganjar pranowo mahfud md tandem akan bawa bahagia d hidup politik ganjar mahfud hebat guru ngaji satu juta,4
